movieId,title,genres,year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
431,Carlito's Way,Crime|Drama,1993,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
434,Cliffhanger,Action|Adventure|Thriller,1993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,Coneheads,Comedy|Sci-Fi,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
440,Dave,Comedy|Romance,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
441,Dazed and Confused,Comedy,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Demolition Man,Action|Adventure|Sci-Fi,1993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,"Firm, The",Drama|Thriller,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
455,Free Willy,Adventure|Children|Drama,1993,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,"Fugitive, The",Thriller,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,Hot Shots! Part Deux,Action|Comedy|War,1993,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
471,"Hudsucker Proxy, The",Comedy,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
474,In the Line of Fire,Action|Thriller,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,In the Name of the Father,Drama,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
494,Executive Decision,Action|Adventure|Thriller,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
497,Much Ado About Nothing,Comedy|Romance,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
500,Mrs. Doubtfire,Comedy|Drama,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
508,Philadelphia,Drama,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,"Piano, The",Drama|Romance,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
515,"Remains of the Day, The",Drama|Romance,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
520,Robin Hood: Men in Tights,Comedy,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Schindler's List,Drama|War,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
529,Searching for Bobby Fischer,Drama,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,"Secret Garden, The",Children|Drama,1993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,Sleepless in Seattle,Comedy|Drama|Romance,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
541,Blade Runner,Action|Sci-Fi|Thriller,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,1993,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance,1993,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
553,Tombstone,Action|Drama|Western,1993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
555,True Romance,Crime|Thriller,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
585,"Brady Bunch Movie, The",Comedy,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Home Alone,Children|Comedy,1990,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
589,Terminator 2: Judgment Day,Action|Sci-Fi,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590,Dances with Wolves,Adventure|Drama|Western,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
592,Batman,Action|Crime|Thriller,1989,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
593,"Silence of the Lambs, The",Crime|Horror|Thriller,1991,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance,1991,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
596,Pinocchio,Animation|Children|Fantasy|Musical,1940,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
597,Pretty Woman,Comedy|Romance,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
608,Fargo,Comedy|Crime|Drama|Thriller,1996,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
628,Primal Fear,Crime|Drama|Mystery|Thriller,1996,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
647,Courage Under Fire,Action|Crime|Drama|War,1996,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,1996,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
653,Dragonheart,Action|Adventure|Fantasy,1996,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,1996,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
708,"Truth About Cats & Dogs, The",Comedy|Romance,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
719,Multiplicity,Comedy,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1996,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"Craft, The",Drama|Fantasy|Horror|Thriller,1996,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
733,"Rock, The",Action|Adventure|Thriller,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
736,Twister,Action|Adventure|Romance|Thriller,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
741,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
743,Spy Hard,Comedy,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
762,Striptease,Comedy|Crime,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
778,Trainspotting,Comedy|Crime|Drama,1996,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
780,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
783,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,1996,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
784,"Cable Guy, The",Comedy|Thriller,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
785,Kingpin,Comedy,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Eraser,Action|Drama|Thriller,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
788,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,1996,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
799,"Frighteners, The",Comedy|Horror|Thriller,1996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
800,Lone Star,Drama|Mystery|Western,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
802,Phenomenon,Drama|Romance,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
805,"Time to Kill, A",Drama|Thriller,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
832,Ransom,Crime|Thriller,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
838,Emma,Comedy|Drama|Romance,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
852,Tin Cup,Comedy|Drama|Romance,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
858,"Godfather, The",Crime|Drama,1972,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
866,Bound,Crime|Drama|Romance|Thriller,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
880,"Island of Dr. Moreau, The",Sci-Fi|Thriller,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
899,Singin' in the Rain,Comedy|Musical|Romance,1952,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
902,Breakfast at Tiffany's,Drama|Romance,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
903,Vertigo,Drama|Mystery|Romance|Thriller,1958,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
904,Rear Window,Mystery|Thriller,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
908,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
910,Some Like It Hot,Comedy|Crime,1959,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
912,Casablanca,Drama|Romance,1942,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
913,"Maltese Falcon, The",Film-Noir|Mystery,1941,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
914,My Fair Lady,Comedy|Drama|Musical|Romance,1964,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
919,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1939,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
920,Gone with the Wind,Drama|Romance|War,1939,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
923,Citizen Kane,Drama|Mystery,1941,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
924,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
953,It's a Wonderful Life,Drama|Fantasy|Romance,1946,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
968,Night of the Living Dead,Horror|Sci-Fi|Thriller,1968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
969,"African Queen, The",Adventure|Comedy|Romance|War,1951,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
996,Last Man Standing,Action|Crime|Drama|Thriller,1996,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1020,Cool Runnings,Comedy,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Cinderella,Animation|Children|Fantasy|Musical|Romance,1950,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1027,Robin Hood: Prince of Thieves,Adventure|Drama,1991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
