,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
109,-0.06748543606191158,0.07790902299193937,0.5727740500260007,-0.24211923375845695,0.09082246815936007,0.241329869729984,0.0,0.1816630992307208,-0.1891319245210138,0.42088345996594695,-0.029069218026404185,0.03298209751170869,0.34943238702604873,0.10918769592045088,-0.1194260220596549,-0.020407319453455176,0.23593209558712208,0.031815593019591464
113,-0.07740195253400246,0.13013173100568215,0.07500072286949197,0.057145339887671155,-0.1753948431317639,0.2238425847046241,0.062485564050399456,0.24511477609306923,0.09320470991838839,0.2823146167441035,0.10850624892544987,0.08017675249317127,0.2464544735139536,0.012258819344542152,-0.20468380169884032,-0.21210901618165573,0.020903616545732553,0.10345529661239708
122,-0.14581069912631972,0.01609816427372656,0.6760408488092897,-0.2092586179324528,-0.2591523360683999,0.36852797762940354,0.0,0.19167882866112593,-0.028403363988611582,-0.09897984151472115,-0.17258700876687763,-0.3696806950767362,0.22299868927160477,0.044864413320656625,0.007183153291535167,-0.31027428820628494,-0.19829911074319354,-0.3813335672632399
128,-0.12856562277886197,-0.0072509847141274805,0.18289061401756773,-0.29169555543819503,-0.06608322174317709,0.1175278645528215,-0.14237576560814955,0.14217280602484858,-0.04959357672531153,0.06145815600960667,-0.3348094369859347,-0.04091994002871885,0.12939129187527276,-0.06755972183791532,-0.2180140987809946,0.016305401463503396,-0.12542356537184998,0.0756205497298708
137,0.09089416874862107,0.14268211561161545,0.25872917538632,0.024419977639241204,-0.25838307940460603,0.061210432840076726,0.0004365914720340777,0.2687249104467888,-0.1749642675465226,0.0,-0.31552433769414634,-0.15273427963819955,0.16254121113257566,0.11074872989451241,-0.47470652727109874,0.027199660390009813,0.09769967724766498,0.19358292118395204
149,-0.5639794624948999,-0.20664740486157818,0.08030055166485761,-0.5241281886356658,-0.2752708701051359,0.03478356882073431,0.5346914574393042,0.28868896334574246,0.16730788746028047,-0.2620508563578864,0.5713330697791651,0.37055681264803,0.32472060209710046,-0.28075532611488646,0.027901998692755198,-0.4483040569201921,0.37677473380888526,-0.16273375696323805
164,0.00318239024088899,0.05024811676028094,-0.1331543832828613,-0.17148419866823536,-0.18483041520493224,0.21120179220880186,-1.037810590441839,-0.04605493956492396,0.12188973497062289,-0.06270341934711433,-0.31948264961516615,-0.3612660651858887,0.0042832804285715875,0.10964477587541734,-0.2734732733326047,-0.043992723671281445,0.3399618714332288,-0.1358945869201504
167,-0.05251848273542178,-0.007033945588825589,0.22136015272355486,-0.7140509981117058,0.07442171502760801,-0.1428628124092537,0.0,0.027037591609157384,-0.12793050273857912,0.649680451811393,-0.30211599005131284,0.393895008456316,-0.10614394019654419,-0.11898409330899302,-0.3107490128592117,0.14432017682604467,-0.1395611173326749,0.5299312087305663
177,-0.19302543764268965,0.018326541776028524,0.10488463661136407,-0.1020012484411997,-0.31844773866884796,0.19367035825607537,0.0,-0.03526361332723374,-0.18685227271778332,0.26339694485052784,-0.18526855429650976,0.07325749551818991,0.24312666074176367,0.1625369935532496,-0.2317148074348733,-0.12840295742724622,-0.18038855078824606,0.22648372661469893
188,-0.3426077503427219,-0.05702660788034072,-0.3626595186481001,0.005625074111455278,-0.179211466559179,0.44410585695315546,0.0,0.10142418570007763,-0.40549734292437695,0.05144938162119894,0.22026142523268122,-0.05628212664957017,0.3517579804677701,0.04699917532098475,0.1361628604400925,-0.4222103295296587,0.12474280896844116,-0.24693586412626128
190,0.006998608440756055,0.20785526109173436,0.0,-1.8100203947453992,0.04404094053106794,0.6683408458740026,0.0,-0.07700681397877894,-1.3745238195294642,0.0,-0.2709967520410441,0.0,0.33658583511714013,0.5499004313110885,0.02601188600069212,-0.43827366682757135,0.15627735020813854,0.7282930042621162
192,0.16203025750420122,0.025563032584946695,0.14375714115812482,0.2687186861921473,-0.3117860775289001,-0.13381628660474812,0.0,0.07084749978760792,0.18945038589310761,0.6397252465860189,-0.15916416336929565,-0.0613885836159128,-0.22383412725709356,-0.13524978232126256,-0.3407090029060624,-0.14576257951954308,0.008177261980721622,0.39683870965306295
202,-0.7901173364063363,-0.5044860875990145,0.9924470371872604,0.24723896561344125,-0.021455175594958503,1.2187540400521757,0.0,0.19079747480239795,0.05052618993300243,0.0,-0.6730363077560726,0.0,0.13899770890060323,0.781217399924622,0.919615183542683,0.38510153173796186,0.9994803703809196,0.6156402236864305
205,-0.9680183184561195,-0.06814759907807097,0.0,0.6918619226357076,-0.38041524542097055,0.16446616459545946,0.0,0.7929809696565983,-0.17291550627780158,0.0,-1.0867372600607546,0.0,-0.44839843048312933,0.46302681301674403,-0.19741328439077763,0.9070652989829752,0.622449634550767,0.7090837881281787
207,-0.21525139144189245,-0.20626743790540955,-1.6456568366493358,-0.019255426951485036,-0.06863018021848413,0.2853217838003653,0.0,0.7009566367159651,-1.0607644077233183,-0.8560251712440413,0.19842786859122344,0.0,0.663395132323554,0.630673911538825,-0.07317300522312076,-0.22351228474452023,-0.24084125635212336,-0.021619354043975594
213,-0.33566373433235847,-0.0024937147282989283,0.16199991661662183,-0.20867978785701657,-0.15686962784987463,0.2035114725821096,0.3519261324843222,0.12515517389030434,0.02946645305363711,0.3890466184618024,0.15214673972385612,-0.058163077325528965,0.15707592386029204,-0.12746450940849172,0.07894889300707558,-0.10306748538176107,0.27626058308274565,0.36303075254481504
224,-0.013781987513887116,-0.03470908447470697,0.11344933818670688,-0.2688867857350075,-0.1537563578031896,0.34666420266291176,-0.624415636163554,0.10921757815864572,0.11085261064066147,0.48210482559300616,-0.07129828296353835,-0.07952243387407987,0.06738274533781556,-0.1670089791740532,-0.046315143212367085,-0.14658655430168227,0.07929403405070919,0.02015799547264068
234,0.23152678595115483,-0.023839139454298223,0.0,-0.21750139319673972,-0.25244129065826953,0.6852212168641177,0.14594126848780772,0.1337581374904371,-0.5300454060128493,-0.14866187393995473,-0.028219259613471905,-0.37703468671911694,0.018531228149323502,0.23266614387863932,0.3823127490217866,-0.3796889883429045,0.31982177774454784,-0.6172985976882752
235,-0.09004520596036844,0.0485034081607337,-0.6006593032028644,0.34981829481276566,0.04057616964330922,-0.0022496829886175193,0.0,0.3326226598334067,-0.17484468194488514,0.8556806202993127,0.17563051488395892,0.3362399025722368,0.08005562064874194,-0.03948502464822119,-0.20057324687490047,-0.14198136892078453,0.36885937871623037,-0.012722116295566986
236,-0.4153855303524748,-0.1492948328394369,1.1061074832305746,-0.1680604193082593,-0.14495316133527275,0.040001007875371586,0.0,0.061041976135471916,-0.02466622495296492,-0.204190308686896,0.18908653898563105,-0.9825233004938887,-0.0689413775274359,-0.32850737584318357,0.23432722268591488,-0.0577321107976295,-0.43816036908793954,-0.6202713270902088
238,-0.6441797624889849,-0.19778187311295864,0.4740617661796694,0.028389265846883636,-0.45862736556646516,0.20983933668938504,0.0,0.011575268593575778,-0.2854472593318799,0.28999269658862875,-0.5462304125659132,0.1520427770312736,-0.06423860304292284,0.13197199003653837,0.22586251933644608,-0.14575017945965232,0.6022517135803641,-0.004180026159942228
246,-0.810382136478882,0.06858320374740481,-0.2445315261648546,-0.4898728339777989,-0.37711692675091824,-0.06847507799837775,0.0,0.4056407087037654,-0.5599770724420385,0.0,0.6476352946732292,1.3019727353503638,0.3842723508275221,-0.22375395172558885,-0.5191244444534454,0.385732582188956,0.21049613793562155,0.0
261,0.001923723362728095,-0.5655206039935989,0.02476506934201161,-2.2189859286693854,0.05085558026431808,0.395066859270245,0.0,0.06935963757847284,0.13899175962457122,0.0,-0.579218858205512,0.0,0.2654388451951415,-0.30247225634168157,-0.07345790207912833,-0.12046898021637024,0.4503444935308157,0.981532923224933
268,0.3205755872438243,-0.13918144907655478,-0.1182692238139051,0.7484731451697638,-0.0326268451115737,-0.16030324637139298,0.10388951806186486,0.16779958085392077,-0.024443150061083233,-0.17912084124778554,0.4418771668653314,-0.3036830556801382,0.6446460439954325,-0.0834633970758774,-0.2155602540206719,-0.11063951041534624,0.02249854678038418,0.2947452564697897
269,0.12274920439547758,-0.1322951301603834,0.27563331692228554,0.2756333169222826,-0.756215594980106,0.6672047651453863,0.0,-0.18946710395480554,-0.0901885724794808,0.6269404549656986,0.18996782275407342,-1.214880554686522,-0.2741093703958377,0.23290396139038155,-0.563216252272744,-0.44714421848232355,0.407092713708887,-0.04745274083656761
270,-0.08144643170432557,-1.6939493192104758,-0.956277710739071,-1.185849732343727,-0.010591927865883382,0.2979797709620585,0.0,0.4422396363894881,0.5193681231195545,0.0,-1.9828967421707333,-0.2295720216046523,0.35101903240680465,-0.7893181013919686,0.8968958404072896,0.7595704422661393,0.3217075798841596,0.0
303,-0.46507375931491046,-0.30126409911908675,-0.25107171152133523,0.5597020849789291,0.014839341946058711,-0.22762260351402996,0.0,0.2048558989199386,0.11131247566525028,0.6308153637566289,0.039774175257396654,-0.43277082361225794,0.04064714557087428,-0.30456417255195906,0.1793404477833569,-0.4603763717147414,-0.05285367790845102,-0.6443567173240865
310,-0.16773388992615718,-0.003704602394741548,0.3037949891949245,-0.061508791346662324,-0.2681529521381647,0.12037800499899536,0.5084288248354957,0.20578215089281823,-0.08942700292005841,-0.19973865393230936,-0.16793158557678253,-0.6336900434764478,0.07494506402182094,0.07667185196313663,0.022425943976680674,-0.1259594301338541,0.24798928760081151,0.08826837737768746
326,-0.1650302888446889,0.3756913816900482,-0.480316063874523,0.5207568626416536,-0.34464663743713175,0.29477437589463656,0.0,0.33838543250754394,-0.25009854560804606,0.0,0.597336348227664,-0.48031606387452014,0.0659312184756185,0.39169403006483794,-0.2735610500453859,-0.02836773539281058,0.39453895162228847,-0.5426905527669599
330,-0.5362311026003682,0.1418108077508966,-0.7525635074028804,-0.998274863386864,-0.4828975723065579,0.037265853865778416,0.0,-0.24242690074254095,0.4254696096320225,-0.028023663679945975,0.13369059366324226,0.10087234516021747,-0.2772184958555368,0.12000546096820938,-0.46380240899084774,0.030517631177768442,-0.12061106612515095,-0.46490534218446344
354,-0.21010879727366602,0.10039002949216623,0.44998344934777706,-0.18074671618117705,-0.1963399813656734,0.027462316357293844,-0.04014990407231411,0.18813552997063435,0.024238124689568156,-0.525874386828316,0.08565557701832689,-0.468126991771247,0.6214420591286597,-0.06883716416880706,-0.29532602510583067,0.028844506702778057,0.09412602220452279,-0.13961441506779773
366,-0.04660610293944837,0.06989658392593003,0.31476802108381,-0.6839256700700989,0.2920140486009303,0.5437494120331227,1.1001362328043018,-0.030853831095771746,-0.07595168865569285,0.0,0.47073966159712693,0.8316014053955153,0.3812703944377294,0.26550069406174015,0.3251419825940993,0.020497057745283973,0.22539436229653065,-0.6059854531148797
376,-0.7189934378732687,-0.2831516367715702,-0.1272969276510564,-0.6648903091026737,-0.09620040611788745,0.374428271635873,0.39103326586880527,-0.0566415576056114,0.06969860129780779,-0.6162999164363323,-0.24968132983165403,0.94622493074544,0.39822254952628416,-0.14686817118132703,0.023265718238070485,-0.15061983170561866,0.4568566418899125,-0.5338563153394125
386,-0.469359624022335,0.21459392088356105,0.5505393447816637,-0.1757118836211674,-0.3819335862061501,0.43526807752391017,0.0,0.2752507159184183,0.11228032533918454,0.0,0.19734961818538443,-0.021165355265899605,-0.09843020603715685,0.19661928918957863,-0.2557215035911421,-0.30383076135481996,0.21538773637702668,0.0
399,-0.3025096204567553,-0.2746196560926352,0.06197607883183623,0.20512194982180754,-0.04547572963279084,-0.052806939279833376,0.6585426418958809,-0.17902052912387714,-0.15626866046892315,-0.5836997362445004,-0.0006948145733617728,-0.08397884263774384,0.3445779471254194,-0.14336391042370683,0.04385793136778465,-0.3607707499857141,0.39581681536124697,0.14681895717572072
403,-0.05167421103600291,-0.3666237489033275,0.4400751310042254,-0.6623218441771609,-0.2190976744445294,0.28219039047437133,-0.12159952539688103,0.257706672239555,0.27141608997669436,0.3280721416389322,0.34188083807007646,0.8401110208839233,0.41781259534198445,-0.3977266821452703,0.22406269466611736,-0.14632113068596103,0.47121702322374176,0.5676291184267384
405,-0.25649091859355333,-0.12366219889856707,0.431512196830074,-0.08791295801858744,-0.21561991028285052,-0.06679504465028985,0.0,-0.03667632798096678,-0.4970904822153791,-0.1555200644749577,-0.21675098375114557,-0.34267815575262245,-0.13005216274718642,-0.005769542142413434,0.06387651410078511,-0.1819843062894723,0.11491630575378199,-0.1501331318910678
409,-0.6257744469671095,-0.009852481511055052,0.5072041789815925,-0.5753686734918363,-0.11735117936050564,0.6149236471104171,-2.087892262797674,0.11161669295218574,0.03438316070266716,-1.068625687885947,-0.6831608651629422,-0.3985394518199111,0.7009159568522955,-0.4505870411747257,-0.06002286745934262,-0.46641818098187354,0.23469765198047823,0.058011425036507955
413,-0.007421016125532803,-0.2180419915349267,0.28707227248699374,0.1400412815881828,-0.14405427691857645,0.022603937012764586,0.1827640497668982,0.15436697132213048,-0.11107325965535263,0.8048261026100176,0.41592489952988465,0.12037594813953695,0.05796957768581295,-0.12337048425302405,0.0738778678815198,-0.1890137496279771,-0.020724327201322182,0.06052860051886067
422,-0.038690434004271225,0.27263525830666574,-0.2775594119328357,0.23808610795947094,-0.27428453849147516,0.32190908557222264,0.0,-0.010231999834240692,0.16419697720054557,-0.23333585121027747,-0.5588811185772654,0.20741384701785287,-0.1922604675815728,0.3372970150998308,-0.6766940345744132,-0.044246314052895204,0.3053310945207763,-0.16920286276945368
434,0.28839554865487355,0.04968363182283678,-1.7324621441497992,0.632643786690784,-0.5451993887994953,0.4240771276042407,0.0,0.14444166425223984,0.5571267681147329,0.46200487333062074,-0.16523964211075193,0.0,-0.6842503696883399,-0.06334459495319797,-0.889319474020303,-0.19198225421074097,0.16910048911858072,-0.02404013373981394
438,-0.13902837122548536,-0.17484440444826438,0.304349822524183,-0.5123104044515004,-0.3004915252006893,0.13785555708952713,0.0,0.050719082802923525,-0.06526892084010708,-0.021222241499449963,-0.1898064797252912,-0.12014457179671402,-0.07801335054005884,-0.020303674900989638,0.052880852112000026,-0.14916112633958142,0.08507769208057814,0.0
458,-0.615354123152862,-0.06468439871350463,-0.142742602392875,-0.07208495080925081,-0.06864725550770841,0.25117847241242325,0.2256695694302407,-0.002251764860745788,0.012245719392422954,0.3918303691804471,-0.39941928414015765,-0.5180733883183569,-0.07495683960374466,-0.010988775485352006,-0.31759899400119496,-0.16192359148683189,0.4754340441892212,0.1939005643933443
459,-0.24267948087981234,-0.6952249957843307,-0.011133755124488437,-0.6176571121947565,0.024474335757911473,-0.11012567922841729,0.0,-0.1610375891188195,-0.6166744364385106,0.0,0.7676380604631576,-0.011133755124488226,-0.20399996050965216,-0.009231450632212871,-0.040027687220346754,0.14642106746219655,-0.16016852165023107,-0.4107162398054982
461,-0.06356659863126063,0.07986803607182709,0.2047876587589333,0.13929324959590883,-0.1191215427636876,0.15789566972836236,0.6786642479003451,0.11330002374420164,0.03511439489482331,0.4006313031801406,0.2761213484696289,-0.12686136086907662,-0.06387389945763577,-0.2339785665376917,0.06772780933499536,-0.20257564654038243,0.23787478334793502,-0.12212449971123938
469,-0.30726293548897,-0.036293706531604214,0.2750817119473786,-0.062348390461104776,-0.26136635201521397,0.39322174175318425,0.0,-0.06397031949805443,-0.106683062143136,0.0,-0.08084909490475338,-0.2991363047624884,-0.28552757517966026,0.22481933891578393,-0.1589920130995442,-0.10140260099782829,0.3933416200563752,0.2632180237065635
473,-0.2349865385676106,0.14960554622095024,0.3199670067232558,-1.111699839900836,-0.9155516982861882,0.5923240770085357,0.0,-0.15058361447544089,0.3110996051055855,0.0,-0.41788575468556427,0.319967006723259,0.5167714541562233,0.1241465319229069,0.10418214187166262,0.21787838062749731,0.8872457244740019,0.1819480912108861
475,-0.027816298018769847,-0.06304508258582509,0.17417900035032197,0.04367776511877384,-0.012052857245494783,0.07921006270569192,0.0,-0.003534194726573626,-0.09359572316410812,0.1594307706989872,-0.0051503146977928595,0.3828085711379248,-0.12054549920392639,0.008670228376378687,-0.10567973936439014,-0.13656512095042128,0.08953440293305558,0.2914640984038745
493,-0.3333540847366159,-0.020881462223049305,0.4466021090366174,-0.506511276703162,-0.5234083293760702,0.3034891153932216,0.0,-0.021301781535300483,0.15124432563134368,-0.840444782527549,0.3094977787370551,-0.27577959186835055,0.1228515488988468,-0.3744933393698092,-0.2768733382931671,-0.4793915805691748,0.2143583058611781,-0.6421999167877077
499,-0.17819837126262839,0.116956883977038,0.7726344991001483,-1.577991600897376,-0.10584154014487017,0.5933475647458779,0.0,0.7108131509247183,0.39294543593474374,0.8747297513516927,-0.7557800290170771,0.0,-0.04914556026134728,-0.08987557450754922,-0.35267867968765026,0.07797127066850705,0.22195538763134817,0.0
534,-0.37137430380570685,-0.18108690434620156,-0.03426258154674186,-0.08508149090932568,-0.22073806443791882,0.6002712538655306,0.0,-0.834951505390258,0.06447710444692743,-1.6785497807959031,-0.5946710306728832,-0.341944264895877,0.030013924079380527,-0.03892213898466695,0.07531424452895187,-0.21488607846402047,0.5704720231998295,-0.33281632911829806
541,-0.3547826733240099,0.11492888589906662,0.043991470544976846,-0.47186792159385227,0.31906928775336957,0.17842433773670752,0.0,0.2946620529703776,-0.26906159381325184,0.5825999855202884,-0.02936089500037125,-0.37995994353759127,0.17218493792196757,-0.4758960269146296,-0.11120527006968048,-0.0813076511570903,0.4678087917867214,0.1512206687309401
549,-0.04164628700876861,-0.002119954011254721,0.4503407641781653,-0.24157006389005672,-0.4943680292862082,-0.16321334912516608,0.0,0.05322789629695194,0.010723087576969527,0.0,0.15385355168293777,-1.3428262838695986,-0.10059540619543234,0.03507723192961853,0.24441002184839386,0.030426946258393768,0.03651084813466973,-0.002317759329924021
558,-1.1623667250536995,0.07805381155064928,-1.36526364508635,-0.8868636585969711,-0.4148120840974431,0.6103932367606179,-0.41453923263044845,0.1351342872259849,-0.2722433543163388,0.0,-0.5358938341452401,0.9544907313331594,1.4088193772080992,0.5209758849155081,-0.4196563955297483,0.02464787391451285,-0.41988814121292034,0.7075968026963153
563,-1.4943286791528414,-0.3819074291747898,0.0,-2.544512744449743,0.2513744809419468,0.2791861933371017,0.5439172367578059,-0.09741723772767133,-0.3149981109564398,0.0,-0.0643918853747325,-0.1443062194141079,0.05661760910146082,-0.4256548897985669,-0.0127548974650154,0.07696201878334256,0.2902064146407218,2.4129441468322104
567,-0.21478663163713813,0.2613426674429666,0.0998179683306971,-0.4110371323031209,-0.13707413847137392,0.31105265195226645,0.27007490407829104,0.15580007631693016,-0.028522249319854167,-0.39380881629072495,0.5862722052616764,0.19448588246088802,-0.2719653430225309,-0.39117290075742517,-0.3269116216171914,-0.2013289744162803,0.35094590251694174,-0.1515605919969907
569,-0.4197583654832801,-0.026708853652999735,-0.11210304322457183,-0.23379983066736876,-0.3121556540280472,0.39480535228158875,0.16038166575790128,0.08030531816516295,-0.17581965298598906,0.20020758025980906,-0.33732125923828477,0.044018405352383445,0.24603211071048978,-0.38899844234452563,-0.1944244535890707,-0.4572500023747801,0.22460186933413293,-0.6440883317435578
575,-0.25219303623803546,0.18390820452845638,0.28518099611063324,0.1733256452513968,-0.23220189788090606,0.05020432972569847,-0.4814520259315893,0.010972356407556262,-0.2250801401385363,0.13028240647585085,-0.2461088912223078,-0.05486352456894836,0.21708790380234277,0.0743246741678352,-0.2509468615250746,-0.00047527729939863964,0.28448678239788633,-0.21136993638016058
576,-0.03246311431534389,0.4160924469350161,0.6011216687060229,-0.7044232544065583,0.06355262410859272,0.2623966214453063,0.0,0.008837663204203818,-0.2350231519687188,0.24780153008533207,0.042285192378816644,-0.4015467988277774,0.16295428422865316,-0.3831658323874397,-0.20182173265139874,0.023641067161846267,0.10034717523276702,-0.2097119620679145
584,-0.13967014030870126,0.3100395567058517,0.07913718553241583,0.01706051648175042,-0.22401152094341445,0.1381148739345166,-0.32705473430556964,0.18693785704177018,-0.35843801304163553,0.0,0.10898200044206427,0.4495500649672837,0.011008323684906816,0.29722158498658735,-0.3164050059150705,-0.09643635728823483,0.2908367835975415,-0.6297000286930489
603,-0.8168843520883843,0.0681657811824409,-0.4300561247113343,-0.5376056628308638,-0.24273317970815958,-0.49675653036783335,0.0,-0.20908438025241455,-0.34289323618614864,0.41497015943070875,0.27804696833377673,0.6453122450595908,0.567976905730198,-0.6601464786792123,-0.20806035723163827,-0.024067181049561924,-0.09819840419108784,0.725612684239102
615,-0.20515166598725718,-0.2602513359225761,1.033573176293002,-0.3873493118641762,-0.2281849710050333,-0.008917130693655918,-0.3104076499687396,-0.11335229319414834,-0.39095558399479674,0.3610285142412976,0.38251617631291596,0.37571239944886425,-0.04212509240894691,-0.09888758554574006,-0.07021407234750918,-0.00792186454137515,0.3513789464732121,0.2944286011508561
625,0.7970411512245572,0.16087064448357155,0.4232490121332212,0.6650423472049226,-0.2523616005538366,-0.27350905623482175,0.0,-0.13154502537092697,0.1102031548831894,0.0,0.3438535215398548,-1.929500821840699,1.197693741068632,0.4361678098324248,0.5173372209948675,-0.01814675621166835,-0.3771166846385072,-1.2354729794791999
627,-0.1922847802695867,-0.050295257437952746,0.5939509395405501,-0.00825850760008526,0.0811194479170505,0.10533107576536822,0.0,0.15439086036236016,0.043718887310425426,0.3128583590845461,-0.1732452574378817,-0.4290774917668774,0.045758378661896776,-0.18370513410497535,-0.007079022687617609,-0.06886478620160977,-0.005019775029898748,-0.16261706736423434
628,-0.17665476535909894,0.022036522742700532,0.47080600156861785,-0.9023267190842412,0.021702907968168646,0.17614091005175322,0.1263330527025476,0.012083131801404766,0.2617720043681901,0.10931708411757465,0.13440619009176724,0.4239715394761957,-0.17014820224760333,-0.17502926438913996,0.12285265131017029,-0.026447833404067565,0.20720152341788656,-0.49953943099841414
659,-0.0256553823245783,0.1114051552598168,-0.6639173325764106,0.33413565781422416,-0.296797326034536,0.14693017709129846,0.9906362419232461,0.15370659530751213,0.349844620916191,0.0,-0.24832187233749517,0.30556165621679354,0.18068525926257678,-0.03218837720774929,-0.29853002615790003,0.146788938018445,-0.17062490025924593,0.2665600636463296
668,-0.21694538394254975,0.10203577030586262,0.21407525649111006,0.0602889308018819,-0.4123913499784695,0.2415016624973978,0.08186769615941569,0.20672712025005424,-0.08038167494050587,0.8592796007956878,0.16853596828883619,0.07491978426320627,-0.06987148523032263,0.1551759572660976,-0.1590794392223555,-0.11073340558398218,0.4020368736565647,0.1503517225220395
27,-1.1766925275791928,-0.3193568499493338,0.0,0.0,-0.3554682016957395,0.3641241570987135,0.0,-0.3373924936113646,0.03940156015060521,0.0,0.0,0.0,0.0,-0.22277527633386213,-0.6568633123266651,0.0,1.0520896070394925,-0.0923527821243864
46,0.41773465549251987,0.2819469053196486,-0.891251611408399,0.20816470861159211,-0.6633556181332464,0.930183449609434,0.0,0.3419843500648832,-0.7408613613627294,-1.307110952420692,-0.5598658125278675,0.7960410603114771,1.2207280970930419,0.4847875579764992,0.7282142123902953,-0.41249694438433027,0.3355984847698272,-2.8927279046310765
118,0.17889413030984191,0.3714838895415456,0.13626170466559243,0.4258399950514655,0.028717485303800357,0.1569892197523165,0.0,0.0913409632262351,-0.460036397675113,0.0,-0.5755308120955401,-0.18557312639628612,-0.19312435482464443,0.021321249737099562,-0.11662478933735991,-0.029046352463194484,-0.2299774243388655,-0.2757036212989581
130,-0.43849510471814307,-0.09533381781397011,1.0481630691670734,-0.8653187456039023,-0.5125097759430395,-0.06057839105204348,1.1752616607238304,0.5923540415314361,0.4687850580848857,0.4239665689898723,-0.22183228789770176,-0.4149245394292127,0.008580944431021148,-0.052835014495857244,0.09648231162888136,-0.05410272191496174,0.17451459725327498,-0.04615738813975074
156,0.42959707130386166,0.41530397424133403,-0.20493285055606847,-0.12917628930397368,0.39156002539323964,-0.3010868336084862,0.0,0.34125223816782607,-0.1066157187716811,-0.35083008232955276,-0.5418578283314501,0.2471006504786112,-0.6157320487112723,0.4172139216726666,0.1669093890612013,-0.15791156983949872,0.20683097139789539,-0.6344740833965509
199,-0.07539613991082603,0.4168136881837984,-1.6648659033485855,1.8152173252085566,-0.015884853659508077,0.08661350617050421,0.0,0.0044907035677591205,-0.20639385407925115,-0.574000305079836,0.3701525033814779,1.0424085114902444,-1.0480499839547035,1.5690562708591913,-0.5167207266481915,-0.28449634023474274,0.9091646721568657,0.9999892525790425
